customer_id,first_name,last_name,email,segment,region,city,state,created_at,loyalty_tier
C000421,Logan,Reed,logan.reed421@mail.example,Corporate,Smoky Mountains,Knoxville,TN,2024-01-23T00:00:00,Platinum
C000422,Casey,Price,casey.price422@mail.example,School Program,Piedmont,Columbia,SC,2025-01-29T00:00:00,Bronze
C000423,Parker,Carter,parker.carter423@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-04-05T00:00:00,Platinum
C000424,Sawyer,Griffin,sawyer.griffin424@mail.example,School Program,Piedmont,Columbia,SC,2024-04-21T00:00:00,Bronze
C000425,Rowan,Wood,rowan.wood425@mail.example,Loyalty,Piedmont,Charlotte,NC,2025-09-01T00:00:00,Bronze
C000426,Skyler,Bennett,skyler.bennett426@mail.example,Loyalty,Piedmont,Charlotte,NC,2024-05-19T00:00:00,Silver
C000427,Cameron,Powell,cameron.powell427@mail.example,Corporate,Appalachian,Roanoke,VA,2025-08-08T00:00:00,Silver
C000428,Finley,Murphy,finley.murphy428@mail.example,School Program,Appalachian,Boone,NC,2025-07-20T00:00:00,Silver
C000429,Rowan,Price,rowan.price429@mail.example,Corporate,Foothills,Hickory,NC,2025-05-06T00:00:00,Gold
C000430,Jordan,Sanders,jordan.sanders430@mail.example,Corporate,Smoky Mountains,Knoxville,TN,2025-10-24T00:00:00,Gold
C000431,Reese,Price,reese.price431@mail.example,School Program,Blue Ridge,Asheville,NC,2024-06-27T00:00:00,Bronze
C000432,Jordan,Reed,jordan.reed432@mail.example,Guide Service,Appalachian,Boone,NC,2025-08-15T00:00:00,Bronze
C000433,Parker,Morgan,parker.morgan433@mail.example,Retail,Appalachian,Johnson City,TN,2025-12-13T00:00:00,Bronze
C000434,Jamie,Morgan,jamie.morgan434@mail.example,Loyalty,Piedmont,Columbia,SC,2024-03-27T00:00:00,Bronze
C000435,Morgan,Bennett,morgan.bennett435@mail.example,Retail,Appalachian,Johnson City,TN,2024-06-21T00:00:00,Gold
C000436,Sawyer,Reed,sawyer.reed436@mail.example,Guide Service,Appalachian,Boone,NC,2025-04-20T00:00:00,B2B Account
C000437,Parker,Sanders,parker.sanders437@mail.example,Guide Service,Coastal,Charleston,SC,2025-11-01T00:00:00,Bronze
C000438,Parker,Carter,parker.carter438@mail.example,School Program,Coastal,Charleston,SC,2025-02-13T00:00:00,Bronze
C000439,Casey,Bailey,casey.bailey439@mail.example,Guide Service,Appalachian,Roanoke,VA,2025-06-17T00:00:00,Silver
C000440,Avery,Reed,avery.reed440@mail.example,Retail,Piedmont,Greenville,SC,2025-06-27T00:00:00,Silver
C000441,Rowan,Sanders,rowan.sanders441@mail.example,School Program,Foothills,Hickory,NC,2025-07-19T00:00:00,Silver
C000442,Casey,Turner,casey.turner442@mail.example,Retail,Blue Ridge,Boone,NC,2024-07-25T00:00:00,Gold
C000443,Jordan,Turner,jordan.turner443@mail.example,Retail,Appalachian,Boone,NC,2024-10-18T00:00:00,Bronze
C000444,Taylor,Price,taylor.price444@mail.example,Loyalty,Appalachian,Asheville,NC,2025-11-08T00:00:00,Bronze
C000445,Harper,Bennett,harper.bennett445@mail.example,Retail,Piedmont,Greenville,SC,2024-09-26T00:00:00,Bronze
C000446,Dakota,Griffin,dakota.griffin446@mail.example,Guide Service,Smoky Mountains,Knoxville,TN,2024-10-02T00:00:00,Bronze
C000447,Riley,Collins,riley.collins447@mail.example,Reseller,Piedmont,Columbia,SC,2024-10-27T00:00:00,Bronze
C000448,Finley,Murphy,finley.murphy448@mail.example,Reseller,Coastal,Charleston,SC,2025-04-26T00:00:00,Platinum
C000449,Cameron,Bennett,cameron.bennett449@mail.example,Loyalty,Appalachian,Asheville,NC,2025-01-24T00:00:00,Silver
C000450,Jamie,Reed,jamie.reed450@mail.example,Reseller,Coastal,Charleston,SC,2025-10-11T00:00:00,Silver
C000451,Taylor,Morgan,taylor.morgan451@mail.example,Retail,Smoky Mountains,Johnson City,TN,2025-01-17T00:00:00,Silver
C000452,Taylor,Bennett,taylor.bennett452@mail.example,Retail,Appalachian,Roanoke,VA,2025-11-12T00:00:00,Gold
C000453,Parker,Reed,parker.reed453@mail.example,Loyalty,Blue Ridge,Asheville,NC,2024-10-08T00:00:00,Bronze
C000454,Morgan,Hayes,morgan.hayes454@mail.example,Guide Service,Coastal,Charleston,SC,2025-02-13T00:00:00,Silver
C000455,Casey,Carter,casey.carter455@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-07-20T00:00:00,Silver
C000456,Jamie,Griffin,jamie.griffin456@mail.example,Reseller,Appalachian,Boone,NC,2024-10-02T00:00:00,Platinum
C000457,Taylor,Cooper,taylor.cooper457@mail.example,Reseller,Appalachian,Boone,NC,2024-03-21T00:00:00,Silver
C000458,Logan,Wood,logan.wood458@mail.example,Guide Service,Coastal,Charleston,SC,2025-02-18T00:00:00,Silver
C000459,Reese,Murphy,reese.murphy459@mail.example,Corporate,Piedmont,Columbia,SC,2025-04-05T00:00:00,Silver
C000460,Dakota,Wood,dakota.wood460@mail.example,School Program,Foothills,Hickory,NC,2025-03-23T00:00:00,Silver
C000461,Harper,Bennett,harper.bennett461@mail.example,Guide Service,Piedmont,Columbia,SC,2024-10-22T00:00:00,Bronze
C000462,Quinn,Cooper,quinn.cooper462@mail.example,Reseller,Smoky Mountains,Knoxville,TN,2025-04-18T00:00:00,Silver
C000463,Dakota,Reed,dakota.reed463@mail.example,Retail,Blue Ridge,Asheville,NC,2024-08-24T00:00:00,Bronze
C000464,Parker,Cooper,parker.cooper464@mail.example,Loyalty,Piedmont,Charlotte,NC,2025-10-28T00:00:00,Gold
C000465,Finley,Richardson,finley.richardson465@mail.example,Guide Service,Piedmont,Columbia,SC,2025-04-25T00:00:00,Silver
C000466,Cameron,Griffin,cameron.griffin466@mail.example,Reseller,Foothills,Hickory,NC,2025-03-18T00:00:00,Bronze
C000467,Parker,Bailey,parker.bailey467@mail.example,Retail,Foothills,Hickory,NC,2025-04-11T00:00:00,Silver
C000468,Skyler,Richardson,skyler.richardson468@mail.example,Guide Service,Foothills,Hickory,NC,2024-05-17T00:00:00,Silver
C000469,Logan,Price,logan.price469@mail.example,Corporate,Appalachian,Roanoke,VA,2025-05-02T00:00:00,Platinum
C000470,Skyler,Carter,skyler.carter470@mail.example,Corporate,Appalachian,Johnson City,TN,2024-06-15T00:00:00,Gold
C000471,Reese,Turner,reese.turner471@mail.example,Guide Service,Appalachian,Roanoke,VA,2024-06-12T00:00:00,Silver
C000472,Riley,Parker,riley.parker472@mail.example,Retail,Foothills,Greenville,SC,2025-09-27T00:00:00,Platinum
C000473,Logan,Powell,logan.powell473@mail.example,Retail,Piedmont,Charlotte,NC,2024-12-18T00:00:00,Gold
C000474,Jordan,Sanders,jordan.sanders474@mail.example,Corporate,Piedmont,Charlotte,NC,2025-09-10T00:00:00,Gold
C000475,Dakota,Murphy,dakota.murphy475@mail.example,Corporate,Foothills,Greenville,SC,2025-06-26T00:00:00,Gold
C000476,Cameron,Collins,cameron.collins476@mail.example,School Program,Appalachian,Asheville,NC,2024-09-08T00:00:00,B2B Account
C000477,Finley,Parker,finley.parker477@mail.example,Retail,Foothills,Greenville,SC,2025-04-01T00:00:00,Silver
C000478,Cameron,Brooks,cameron.brooks478@mail.example,Guide Service,Appalachian,Roanoke,VA,2025-12-26T00:00:00,B2B Account
C000479,Sawyer,Reed,sawyer.reed479@mail.example,Reseller,Blue Ridge,Boone,NC,2025-02-07T00:00:00,Silver
C000480,Cameron,Reed,cameron.reed480@mail.example,Loyalty,Appalachian,Boone,NC,2025-12-03T00:00:00,Bronze
C000481,Emerson,Bell,emerson.bell481@mail.example,Loyalty,Piedmont,Columbia,SC,2024-03-10T00:00:00,Platinum
C000482,Jamie,Price,jamie.price482@mail.example,Guide Service,Appalachian,Boone,NC,2025-09-14T00:00:00,Silver
C000483,Finley,Reed,finley.reed483@mail.example,School Program,Appalachian,Johnson City,TN,2025-10-07T00:00:00,Silver
C000484,Avery,Carter,avery.carter484@mail.example,Guide Service,Appalachian,Boone,NC,2025-02-04T00:00:00,B2B Account
C000485,Jamie,Collins,jamie.collins485@mail.example,Reseller,Piedmont,Greenville,SC,2025-10-07T00:00:00,Platinum
C000486,Cameron,Foster,cameron.foster486@mail.example,School Program,Piedmont,Greenville,SC,2024-02-23T00:00:00,Silver
C000487,Taylor,Richardson,taylor.richardson487@mail.example,Guide Service,Blue Ridge,Asheville,NC,2024-03-28T00:00:00,Silver
C000488,Sawyer,Turner,sawyer.turner488@mail.example,Corporate,Blue Ridge,Asheville,NC,2024-11-01T00:00:00,Bronze
C000489,Logan,Richardson,logan.richardson489@mail.example,Retail,Smoky Mountains,Knoxville,TN,2025-10-25T00:00:00,Gold
C000490,Reese,Bell,reese.bell490@mail.example,Loyalty,Appalachian,Boone,NC,2024-11-18T00:00:00,Bronze
C000491,Sawyer,Bennett,sawyer.bennett491@mail.example,Reseller,Piedmont,Charlotte,NC,2025-08-12T00:00:00,Platinum
C000492,Avery,Bell,avery.bell492@mail.example,School Program,Foothills,Greenville,SC,2025-12-15T00:00:00,B2B Account
C000493,Reese,Parker,reese.parker493@mail.example,Corporate,Piedmont,Columbia,SC,2025-01-10T00:00:00,Platinum
C000494,Taylor,Foster,taylor.foster494@mail.example,Corporate,Blue Ridge,Asheville,NC,2024-01-28T00:00:00,Bronze
C000495,Rowan,Parker,rowan.parker495@mail.example,Retail,Foothills,Hickory,NC,2025-09-21T00:00:00,Silver
C000496,Taylor,Bell,taylor.bell496@mail.example,Reseller,Appalachian,Roanoke,VA,2024-10-11T00:00:00,Platinum
C000497,Drew,Brooks,drew.brooks497@mail.example,Reseller,Foothills,Hickory,NC,2025-06-16T00:00:00,Silver
C000498,Emerson,Bailey,emerson.bailey498@mail.example,Loyalty,Blue Ridge,Asheville,NC,2025-12-02T00:00:00,Platinum
C000499,Avery,Brooks,avery.brooks499@mail.example,Corporate,Appalachian,Boone,NC,2025-11-29T00:00:00,Gold
C000500,Drew,Wood,drew.wood500@mail.example,Guide Service,Blue Ridge,Asheville,NC,2025-12-17T00:00:00,B2B Account
C000501,Dakota,Griffin,dakota.griffin501@mail.example,Corporate,Appalachian,Boone,NC,2024-08-22T00:00:00,Silver
C000502,Skyler,Foster,skyler.foster502@mail.example,School Program,Piedmont,Columbia,SC,2025-03-26T00:00:00,B2B Account
C000503,Morgan,Carter,morgan.carter503@mail.example,Corporate,Appalachian,Roanoke,VA,2025-08-15T00:00:00,Platinum
C000504,Parker,Parker,parker.parker504@mail.example,Guide Service,Appalachian,Johnson City,TN,2025-06-26T00:00:00,Bronze
C000505,Quinn,Parker,quinn.parker505@mail.example,Loyalty,Piedmont,Columbia,SC,2025-12-20T00:00:00,Silver
C000506,Taylor,Wood,taylor.wood506@mail.example,Retail,Piedmont,Charlotte,NC,2024-03-26T00:00:00,Silver
C000507,Jamie,Reed,jamie.reed507@mail.example,Reseller,Appalachian,Roanoke,VA,2024-05-08T00:00:00,Silver
C000508,Dakota,Griffin,dakota.griffin508@mail.example,Guide Service,Coastal,Charleston,SC,2025-12-10T00:00:00,Bronze
C000509,Sawyer,Collins,sawyer.collins509@mail.example,Corporate,Foothills,Greenville,SC,2025-07-27T00:00:00,Gold
C000510,Rowan,Griffin,rowan.griffin510@mail.example,Guide Service,Appalachian,Roanoke,VA,2025-05-25T00:00:00,B2B Account
C000511,Reese,Carter,reese.carter511@mail.example,Retail,Appalachian,Roanoke,VA,2024-11-02T00:00:00,Gold
C000512,Logan,Powell,logan.powell512@mail.example,Retail,Piedmont,Charlotte,NC,2025-03-12T00:00:00,Gold
C000513,Finley,Parker,finley.parker513@mail.example,Corporate,Blue Ridge,Asheville,NC,2024-03-20T00:00:00,Gold
C000514,Harper,Turner,harper.turner514@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-12-18T00:00:00,Gold
C000515,Casey,Wood,casey.wood515@mail.example,Reseller,Appalachian,Johnson City,TN,2024-11-13T00:00:00,Silver
C000516,Taylor,Brooks,taylor.brooks516@mail.example,School Program,Piedmont,Greenville,SC,2024-03-27T00:00:00,Bronze
C000517,Riley,Bennett,riley.bennett517@mail.example,School Program,Foothills,Hickory,NC,2024-12-30T00:00:00,Silver
C000518,Jordan,Bell,jordan.bell518@mail.example,Corporate,Appalachian,Roanoke,VA,2025-11-26T00:00:00,Platinum
C000519,Casey,Morgan,casey.morgan519@mail.example,Retail,Foothills,Greenville,SC,2024-04-04T00:00:00,Platinum
C000520,Riley,Cooper,riley.cooper520@mail.example,Guide Service,Smoky Mountains,Knoxville,TN,2025-09-11T00:00:00,B2B Account
C000521,Dakota,Powell,dakota.powell521@mail.example,Guide Service,Appalachian,Asheville,NC,2024-05-12T00:00:00,Silver
C000522,Sawyer,Bennett,sawyer.bennett522@mail.example,School Program,Piedmont,Columbia,SC,2025-08-09T00:00:00,Bronze
C000523,Riley,Reed,riley.reed523@mail.example,Loyalty,Piedmont,Columbia,SC,2024-04-18T00:00:00,Silver
C000524,Drew,Collins,drew.collins524@mail.example,School Program,Foothills,Hickory,NC,2025-11-11T00:00:00,Silver
C000525,Taylor,Hayes,taylor.hayes525@mail.example,Loyalty,Smoky Mountains,Knoxville,TN,2024-08-23T00:00:00,Silver
C000526,Logan,Turner,logan.turner526@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-10-18T00:00:00,Gold
C000527,Riley,Murphy,riley.murphy527@mail.example,School Program,Coastal,Charleston,SC,2025-03-12T00:00:00,Bronze
C000528,Avery,Sanders,avery.sanders528@mail.example,Guide Service,Piedmont,Columbia,SC,2024-03-18T00:00:00,Silver
C000529,Cameron,Price,cameron.price529@mail.example,Reseller,Piedmont,Columbia,SC,2024-01-13T00:00:00,Gold
C000530,Sawyer,Bell,sawyer.bell530@mail.example,Corporate,Appalachian,Johnson City,TN,2025-03-15T00:00:00,Bronze
C000531,Avery,Griffin,avery.griffin531@mail.example,Retail,Appalachian,Roanoke,VA,2025-03-01T00:00:00,Silver
C000532,Jordan,Hayes,jordan.hayes532@mail.example,Retail,Smoky Mountains,Knoxville,TN,2025-12-01T00:00:00,Bronze
C000533,Cameron,Collins,cameron.collins533@mail.example,Guide Service,Blue Ridge,Asheville,NC,2024-04-02T00:00:00,Silver
C000534,Cameron,Reed,cameron.reed534@mail.example,Corporate,Coastal,Charleston,SC,2025-09-17T00:00:00,Gold
C000535,Harper,Hayes,harper.hayes535@mail.example,Reseller,Smoky Mountains,Knoxville,TN,2024-12-10T00:00:00,Bronze
C000536,Cameron,Griffin,cameron.griffin536@mail.example,Guide Service,Appalachian,Boone,NC,2025-05-25T00:00:00,B2B Account
C000537,Morgan,Griffin,morgan.griffin537@mail.example,Corporate,Foothills,Hickory,NC,2024-06-26T00:00:00,Silver
C000538,Harper,Cooper,harper.cooper538@mail.example,School Program,Coastal,Charleston,SC,2025-05-10T00:00:00,Bronze
C000539,Emerson,Carter,emerson.carter539@mail.example,School Program,Piedmont,Columbia,SC,2025-10-22T00:00:00,Silver
C000540,Taylor,Turner,taylor.turner540@mail.example,Guide Service,Blue Ridge,Asheville,NC,2024-02-14T00:00:00,B2B Account
C000541,Reese,Turner,reese.turner541@mail.example,School Program,Blue Ridge,Boone,NC,2024-10-24T00:00:00,B2B Account
C000542,Jordan,Collins,jordan.collins542@mail.example,School Program,Piedmont,Hickory,NC,2025-01-22T00:00:00,Bronze
C000543,Parker,Sanders,parker.sanders543@mail.example,Retail,Foothills,Hickory,NC,2025-08-11T00:00:00,Gold
C000544,Parker,Bennett,parker.bennett544@mail.example,Guide Service,Piedmont,Charlotte,NC,2025-01-07T00:00:00,Bronze
C000545,Cameron,Griffin,cameron.griffin545@mail.example,Retail,Smoky Mountains,Knoxville,TN,2025-12-16T00:00:00,Silver
C000546,Cameron,Hayes,cameron.hayes546@mail.example,Reseller,Foothills,Greenville,SC,2025-03-22T00:00:00,Silver
C000547,Drew,Carter,drew.carter547@mail.example,Reseller,Piedmont,Greenville,SC,2025-05-01T00:00:00,Gold
C000548,Avery,Bailey,avery.bailey548@mail.example,Corporate,Appalachian,Johnson City,TN,2024-04-15T00:00:00,Bronze
C000549,Jordan,Carter,jordan.carter549@mail.example,Loyalty,Foothills,Greenville,SC,2024-06-02T00:00:00,Platinum
C000550,Casey,Turner,casey.turner550@mail.example,Loyalty,Appalachian,Johnson City,TN,2025-04-19T00:00:00,Bronze
C000551,Taylor,Parker,taylor.parker551@mail.example,Loyalty,Appalachian,Boone,NC,2025-05-07T00:00:00,Platinum
C000552,Finley,Morgan,finley.morgan552@mail.example,Loyalty,Appalachian,Johnson City,TN,2024-09-28T00:00:00,Silver
C000553,Jordan,Bell,jordan.bell553@mail.example,Guide Service,Appalachian,Johnson City,TN,2024-11-03T00:00:00,B2B Account
C000554,Avery,Richardson,avery.richardson554@mail.example,Corporate,Piedmont,Columbia,SC,2025-07-07T00:00:00,Silver
C000555,Reese,Sanders,reese.sanders555@mail.example,Guide Service,Piedmont,Hickory,NC,2025-10-20T00:00:00,Silver
C000556,Emerson,Morgan,emerson.morgan556@mail.example,Retail,Piedmont,Charlotte,NC,2025-01-22T00:00:00,Gold
C000557,Rowan,Collins,rowan.collins557@mail.example,Loyalty,Foothills,Hickory,NC,2025-06-26T00:00:00,Bronze
C000558,Drew,Carter,drew.carter558@mail.example,School Program,Piedmont,Charlotte,NC,2025-11-13T00:00:00,Bronze
C000559,Emerson,Cooper,emerson.cooper559@mail.example,Corporate,Smoky Mountains,Knoxville,TN,2024-07-12T00:00:00,Platinum
C000560,Avery,Bailey,avery.bailey560@mail.example,Reseller,Appalachian,Boone,NC,2024-01-10T00:00:00,Gold
C000561,Casey,Murphy,casey.murphy561@mail.example,Loyalty,Foothills,Greenville,SC,2024-05-15T00:00:00,Gold
C000562,Drew,Bell,drew.bell562@mail.example,Guide Service,Foothills,Hickory,NC,2024-11-27T00:00:00,B2B Account
C000563,Jordan,Murphy,jordan.murphy563@mail.example,Guide Service,Smoky Mountains,Knoxville,TN,2025-02-07T00:00:00,B2B Account
C000564,Rowan,Richardson,rowan.richardson564@mail.example,Loyalty,Appalachian,Johnson City,TN,2025-08-24T00:00:00,Gold
C000565,Avery,Morgan,avery.morgan565@mail.example,Retail,Smoky Mountains,Johnson City,TN,2025-08-10T00:00:00,Bronze
C000566,Taylor,Wood,taylor.wood566@mail.example,Retail,Piedmont,Greenville,SC,2024-12-14T00:00:00,Silver
C000567,Cameron,Wood,cameron.wood567@mail.example,School Program,Appalachian,Boone,NC,2025-07-05T00:00:00,Silver
C000568,Parker,Price,parker.price568@mail.example,Loyalty,Piedmont,Columbia,SC,2025-10-03T00:00:00,Bronze
C000569,Morgan,Griffin,morgan.griffin569@mail.example,Reseller,Foothills,Greenville,SC,2025-12-10T00:00:00,Platinum
C000570,Jamie,Powell,jamie.powell570@mail.example,Guide Service,Piedmont,Hickory,NC,2025-02-02T00:00:00,B2B Account
C000571,Jamie,Hayes,jamie.hayes571@mail.example,Loyalty,Coastal,Charleston,SC,2025-09-06T00:00:00,Bronze
C000572,Harper,Turner,harper.turner572@mail.example,Retail,Appalachian,Johnson City,TN,2024-05-16T00:00:00,Bronze
C000573,Emerson,Powell,emerson.powell573@mail.example,Reseller,Blue Ridge,Asheville,NC,2024-10-20T00:00:00,Platinum
C000574,Casey,Sanders,casey.sanders574@mail.example,Guide Service,Smoky Mountains,Johnson City,TN,2025-09-11T00:00:00,B2B Account
C000575,Drew,Sanders,drew.sanders575@mail.example,Corporate,Coastal,Charleston,SC,2025-02-21T00:00:00,Silver
C000576,Drew,Price,drew.price576@mail.example,Corporate,Piedmont,Hickory,NC,2025-10-22T00:00:00,Gold
C000577,Parker,Price,parker.price577@mail.example,Loyalty,Appalachian,Boone,NC,2024-10-25T00:00:00,Platinum
C000578,Casey,Griffin,casey.griffin578@mail.example,Guide Service,Appalachian,Roanoke,VA,2024-01-14T00:00:00,Silver
C000579,Jamie,Hayes,jamie.hayes579@mail.example,Loyalty,Foothills,Hickory,NC,2025-05-14T00:00:00,Silver
C000580,Drew,Reed,drew.reed580@mail.example,Loyalty,Smoky Mountains,Knoxville,TN,2024-08-23T00:00:00,Platinum
C000581,Drew,Bennett,drew.bennett581@mail.example,Corporate,Foothills,Greenville,SC,2025-03-07T00:00:00,Gold
C000582,Avery,Hayes,avery.hayes582@mail.example,Loyalty,Appalachian,Asheville,NC,2024-07-10T00:00:00,Gold
C000583,Finley,Griffin,finley.griffin583@mail.example,Loyalty,Blue Ridge,Boone,NC,2024-02-09T00:00:00,Bronze
C000584,Rowan,Foster,rowan.foster584@mail.example,Corporate,Piedmont,Charlotte,NC,2025-01-27T00:00:00,Bronze
C000585,Sawyer,Richardson,sawyer.richardson585@mail.example,Retail,Blue Ridge,Roanoke,VA,2025-02-04T00:00:00,Silver
C000586,Quinn,Reed,quinn.reed586@mail.example,Reseller,Foothills,Hickory,NC,2025-10-10T00:00:00,Gold
C000587,Rowan,Griffin,rowan.griffin587@mail.example,Corporate,Piedmont,Charlotte,NC,2024-12-19T00:00:00,Silver
C000588,Quinn,Richardson,quinn.richardson588@mail.example,Loyalty,Coastal,Charleston,SC,2024-09-24T00:00:00,Platinum
C000589,Quinn,Turner,quinn.turner589@mail.example,Guide Service,Foothills,Hickory,NC,2025-12-15T00:00:00,Silver
C000590,Jamie,Murphy,jamie.murphy590@mail.example,Guide Service,Smoky Mountains,Knoxville,TN,2025-05-13T00:00:00,Bronze
C000591,Riley,Collins,riley.collins591@mail.example,Guide Service,Piedmont,Greenville,SC,2025-01-03T00:00:00,Bronze
C000592,Casey,Murphy,casey.murphy592@mail.example,School Program,Piedmont,Columbia,SC,2025-12-02T00:00:00,B2B Account
C000593,Parker,Richardson,parker.richardson593@mail.example,Reseller,Piedmont,Charlotte,NC,2024-01-05T00:00:00,Gold
C000594,Sawyer,Collins,sawyer.collins594@mail.example,Loyalty,Foothills,Greenville,SC,2024-11-27T00:00:00,Gold
C000595,Sawyer,Griffin,sawyer.griffin595@mail.example,Loyalty,Foothills,Hickory,NC,2025-06-08T00:00:00,Silver
C000596,Morgan,Foster,morgan.foster596@mail.example,Retail,Piedmont,Charlotte,NC,2024-05-25T00:00:00,Silver
C000597,Quinn,Turner,quinn.turner597@mail.example,Retail,Smoky Mountains,Knoxville,TN,2025-12-04T00:00:00,Bronze
C000598,Drew,Parker,drew.parker598@mail.example,Corporate,Foothills,Hickory,NC,2024-09-15T00:00:00,Gold
C000599,Parker,Collins,parker.collins599@mail.example,School Program,Foothills,Greenville,SC,2025-05-14T00:00:00,B2B Account
C000600,Finley,Bennett,finley.bennett600@mail.example,Guide Service,Blue Ridge,Roanoke,VA,2024-12-21T00:00:00,B2B Account
C000601,Jamie,Griffin,jamie.griffin601@mail.example,School Program,Appalachian,Johnson City,TN,2025-11-11T00:00:00,Silver
C000602,Emerson,Bell,emerson.bell602@mail.example,Guide Service,Appalachian,Boone,NC,2024-12-20T00:00:00,Silver
C000603,Avery,Bennett,avery.bennett603@mail.example,Loyalty,Piedmont,Charlotte,NC,2024-02-25T00:00:00,Silver
C000604,Morgan,Brooks,morgan.brooks604@mail.example,Reseller,Blue Ridge,Asheville,NC,2025-07-14T00:00:00,Silver
C000605,Harper,Griffin,harper.griffin605@mail.example,Loyalty,Appalachian,Johnson City,TN,2024-02-20T00:00:00,Bronze
C000606,Sawyer,Morgan,sawyer.morgan606@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-02-12T00:00:00,Platinum
C000607,Dakota,Turner,dakota.turner607@mail.example,Corporate,Appalachian,Boone,NC,2025-10-16T00:00:00,Platinum
C000608,Finley,Richardson,finley.richardson608@mail.example,Corporate,Blue Ridge,Asheville,NC,2024-11-07T00:00:00,Bronze
C000609,Casey,Richardson,casey.richardson609@mail.example,Guide Service,Appalachian,Roanoke,VA,2025-05-21T00:00:00,B2B Account
C000610,Avery,Sanders,avery.sanders610@mail.example,Loyalty,Foothills,Greenville,SC,2025-12-23T00:00:00,Gold
C000611,Riley,Hayes,riley.hayes611@mail.example,School Program,Coastal,Charleston,SC,2025-06-17T00:00:00,Silver
C000612,Finley,Carter,finley.carter612@mail.example,Loyalty,Appalachian,Johnson City,TN,2025-01-28T00:00:00,Bronze
C000613,Quinn,Hayes,quinn.hayes613@mail.example,Guide Service,Foothills,Greenville,SC,2024-10-02T00:00:00,Bronze
C000614,Quinn,Griffin,quinn.griffin614@mail.example,Loyalty,Piedmont,Columbia,SC,2025-10-14T00:00:00,Platinum
C000615,Finley,Murphy,finley.murphy615@mail.example,Loyalty,Foothills,Greenville,SC,2024-08-23T00:00:00,Silver
C000616,Skyler,Cooper,skyler.cooper616@mail.example,Retail,Piedmont,Columbia,SC,2024-03-02T00:00:00,Platinum
C000617,Harper,Turner,harper.turner617@mail.example,Reseller,Appalachian,Johnson City,TN,2025-05-03T00:00:00,Gold
C000618,Sawyer,Bennett,sawyer.bennett618@mail.example,Retail,Appalachian,Boone,NC,2024-07-21T00:00:00,Silver
C000619,Cameron,Carter,cameron.carter619@mail.example,Reseller,Blue Ridge,Asheville,NC,2025-07-26T00:00:00,Silver
C000620,Jamie,Sanders,jamie.sanders620@mail.example,Guide Service,Appalachian,Johnson City,TN,2025-06-02T00:00:00,Bronze
C000621,Harper,Brooks,harper.brooks621@mail.example,Guide Service,Foothills,Hickory,NC,2024-09-21T00:00:00,Bronze
C000622,Casey,Bailey,casey.bailey622@mail.example,Corporate,Appalachian,Roanoke,VA,2024-06-25T00:00:00,Gold
C000623,Dakota,Cooper,dakota.cooper623@mail.example,School Program,Foothills,Greenville,SC,2025-09-07T00:00:00,Silver
C000624,Skyler,Hayes,skyler.hayes624@mail.example,Retail,Appalachian,Boone,NC,2025-03-25T00:00:00,Gold
C000625,Casey,Powell,casey.powell625@mail.example,Guide Service,Piedmont,Charlotte,NC,2024-08-01T00:00:00,Bronze
C000626,Emerson,Griffin,emerson.griffin626@mail.example,Retail,Blue Ridge,Asheville,NC,2025-09-05T00:00:00,Bronze
C000627,Quinn,Griffin,quinn.griffin627@mail.example,Retail,Piedmont,Columbia,SC,2025-06-27T00:00:00,Silver
C000628,Cameron,Brooks,cameron.brooks628@mail.example,School Program,Smoky Mountains,Knoxville,TN,2024-11-30T00:00:00,Silver
C000629,Logan,Bennett,logan.bennett629@mail.example,Corporate,Appalachian,Boone,NC,2024-03-18T00:00:00,Platinum
C000630,Taylor,Parker,taylor.parker630@mail.example,Loyalty,Piedmont,Charlotte,NC,2024-06-27T00:00:00,Silver
C000631,Sawyer,Brooks,sawyer.brooks631@mail.example,Retail,Piedmont,Greenville,SC,2025-09-04T00:00:00,Gold
C000632,Parker,Collins,parker.collins632@mail.example,Reseller,Blue Ridge,Asheville,NC,2025-05-09T00:00:00,Gold
C000633,Parker,Richardson,parker.richardson633@mail.example,Reseller,Piedmont,Charlotte,NC,2024-02-15T00:00:00,Silver
C000634,Skyler,Murphy,skyler.murphy634@mail.example,Corporate,Blue Ridge,Asheville,NC,2024-12-27T00:00:00,Bronze
C000635,Avery,Richardson,avery.richardson635@mail.example,Reseller,Blue Ridge,Asheville,NC,2025-02-21T00:00:00,Bronze
C000636,Rowan,Murphy,rowan.murphy636@mail.example,School Program,Smoky Mountains,Knoxville,TN,2025-12-12T00:00:00,B2B Account
C000637,Sawyer,Murphy,sawyer.murphy637@mail.example,School Program,Appalachian,Roanoke,VA,2024-10-12T00:00:00,Silver
C000638,Harper,Powell,harper.powell638@mail.example,Corporate,Blue Ridge,Asheville,NC,2025-01-05T00:00:00,Platinum
C000639,Skyler,Foster,skyler.foster639@mail.example,Retail,Piedmont,Columbia,SC,2025-06-25T00:00:00,Silver
C000640,Cameron,Murphy,cameron.murphy640@mail.example,Guide Service,Smoky Mountains,Knoxville,TN,2024-04-26T00:00:00,Silver
